3 {maxRange=96.72852492102554, maxFlightTime=81.67373304389835, cruiseSpeed=176.15941620287632, maxSpeed=231.2808840955982, loadCapacity=11.143287689708917, maxHeight=3478.741016676184, powerType='Fuel', size=2.4246820050278193, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
3 {maxRange=157.837109841125, maxFlightTime=46.63032809512075, cruiseSpeed=238.62697506168416, maxSpeed=281.23672855116865, loadCapacity=21.61198669020247, maxHeight=1214.1076940465116, powerType='Fuel', size=4.394346138051647, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
1 {maxRange=55.36511290709082, maxFlightTime=28.468604695225082, cruiseSpeed=22.128089090371144, maxSpeed=18.301462582702534, loadCapacity=5.7585741214372925, maxHeight=214.47161450870058, powerType='Electric', size=0.703300423923354, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=101.97236515238083, maxFlightTime=67.99030322624819, cruiseSpeed=90.45315858369466, maxSpeed=82.84954327506316, loadCapacity=26.935658541177357, maxHeight=2262.4089567196493, powerType='Hybrid (Fuel + Electric)', size=2.8222986539030366, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5707.261510072295}
1 {maxRange=12.34198388787541, maxFlightTime=48.658152976480395, cruiseSpeed=16.707477553875677, maxSpeed=32.44807413922614, loadCapacity=5.7883316541133105, maxHeight=519.8686325028639, powerType='Electric', size=0.5772475423203167, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=108.30126778850943, maxFlightTime=34.99227729908869, cruiseSpeed=191.0262284077471, maxSpeed=99.41659507247516, loadCapacity=22.870507164543458, maxHeight=4566.722737222859, powerType='Hybrid (Fuel + Electric)', size=2.440671550137126, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1329.3803183358305}
4 {maxRange=93.82158589290896, maxFlightTime=77.07315564712098, cruiseSpeed=275.3104262199538, maxSpeed=143.70003335480877, loadCapacity=36.49266183973674, maxHeight=4172.80911157132, powerType='Hybrid (Fuel + Electric)', size=3.9662945321253185, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=5951.859547324219}
4 {maxRange=133.5639962068974, maxFlightTime=98.74650821973476, cruiseSpeed=239.306040938473, maxSpeed=174.57805841876555, loadCapacity=41.50015163620131, maxHeight=2441.883236139144, powerType='Hybrid (Fuel + Electric)', size=1.4480562229929643, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1877.915807334908}
3 {maxRange=100.90170070064684, maxFlightTime=122.81810610996507, cruiseSpeed=175.8715255083523, maxSpeed=146.12159578038882, loadCapacity=8.55831507726936, maxHeight=2359.195437654103, powerType='Fuel', size=2.908049859345189, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
4 {maxRange=102.18597034114046, maxFlightTime=113.14290208236709, cruiseSpeed=198.35056814388116, maxSpeed=423.51334699769063, loadCapacity=18.456647367493787, maxHeight=6438.35924435218, powerType='Hybrid (Fuel + Electric)', size=2.6367264977298155, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3622.6927218106416}
2 {maxRange=240.64953055317037, maxFlightTime=137.77828282758168, cruiseSpeed=174.8661367228045, maxSpeed=113.47572202797338, loadCapacity=21.101400887903534, maxHeight=3546.8733854033494, powerType='Fuel', size=6.107683750236651, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=5.18446334196364}
1 {maxRange=41.479922603497144, maxFlightTime=10.562324039052655, cruiseSpeed=20.90752922790223, maxSpeed=11.412804796472798, loadCapacity=3.3261500511516036, maxHeight=173.71452222410653, powerType='Electric', size=2.2553888398668955, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=63.521335461529006, maxFlightTime=99.62434779054738, cruiseSpeed=272.1948308067324, maxSpeed=196.90114357252543, loadCapacity=47.973855250110546, maxHeight=3079.7153114197254, powerType='Hybrid (Fuel + Electric)', size=1.4851550312018447, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1054.4294928336108}
1 {maxRange=37.07169986280751, maxFlightTime=35.73612146316363, cruiseSpeed=8.153270181986427, maxSpeed=24.591397817319358, loadCapacity=1.2393866684555128, maxHeight=560.0234801374509, powerType='Electric', size=2.2600794677025045, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=34.59386008976531, maxFlightTime=81.42349116415133, cruiseSpeed=192.76171057527458, maxSpeed=158.11138684460832, loadCapacity=25.272558776521542, maxHeight=3483.2509065852964, powerType='Fuel', size=4.081893876492689, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
4 {maxRange=135.456369286918, maxFlightTime=92.78221926218512, cruiseSpeed=133.03760318837334, maxSpeed=307.6428358890742, loadCapacity=43.5589356149189, maxHeight=7435.704393712507, powerType='Hybrid (Fuel + Electric)', size=1.4218535389374947, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5049.977835980191}
1 {maxRange=53.931757050672324, maxFlightTime=50.73342696446901, cruiseSpeed=6.502192232068662, maxSpeed=33.42905649126752, loadCapacity=4.014846549592329, maxHeight=294.14857381696027, powerType='Electric', size=1.7208199808060622, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=40.794573912900354, maxFlightTime=69.41605737072003, cruiseSpeed=205.9029262806851, maxSpeed=350.0941967640962, loadCapacity=16.957993844540557, maxHeight=7457.46587590647, powerType='Hybrid (Fuel + Electric)', size=3.1156370522135934, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3693.6959257996455}
1 {maxRange=13.026302332190163, maxFlightTime=40.13351675628873, cruiseSpeed=10.079237743881189, maxSpeed=30.46450404934906, loadCapacity=4.565572505487619, maxHeight=119.71823990291827, powerType='Electric', size=0.7901401181776257, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=153.1457171964608, maxFlightTime=118.73844471981508, cruiseSpeed=390.2775179796789, maxSpeed=401.64773309618744, loadCapacity=56.53477939167933, maxHeight=5717.833367802943, powerType='Fuel', size=12.605623792337557, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.37708589925419}
3 {maxRange=67.25746865829433, maxFlightTime=62.09692899914468, cruiseSpeed=237.62847887281927, maxSpeed=135.52646041248556, loadCapacity=25.70623897876397, maxHeight=1177.3341740566761, powerType='Fuel', size=4.847115088750794, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
3 {maxRange=179.9412265618883, maxFlightTime=41.52915276129487, cruiseSpeed=99.40620422138181, maxSpeed=195.36459162078955, loadCapacity=19.900845041243883, maxHeight=1616.9566304039668, powerType='Fuel', size=2.7799256755117043, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
4 {maxRange=50.30452032417296, maxFlightTime=77.03214341264575, cruiseSpeed=282.9971223247464, maxSpeed=271.03497615622496, loadCapacity=29.383168304141414, maxHeight=4794.63447139753, powerType='Hybrid (Fuel + Electric)', size=2.638551830476286, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3007.7980317810852}
1 {maxRange=51.41546387871938, maxFlightTime=47.938677502098315, cruiseSpeed=10.084388706644521, maxSpeed=19.503461159619576, loadCapacity=1.4716575057187233, maxHeight=501.04296039693645, powerType='Electric', size=0.7064596215322427, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=108.51812731905372, maxFlightTime=59.651911679815576, cruiseSpeed=177.96793136009944, maxSpeed=229.28265653059995, loadCapacity=17.220151998498164, maxHeight=1496.9169857332072, powerType='Fuel', size=2.9633092198347226, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=5}
4 {maxRange=119.94656570056799, maxFlightTime=78.16048530233024, cruiseSpeed=293.55357064322993, maxSpeed=328.6714966719303, loadCapacity=29.269666246656044, maxHeight=2936.4181158828032, powerType='Hybrid (Fuel + Electric)', size=3.6279055805863667, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4718.670095761589}
2 {maxRange=156.79394946376004, maxFlightTime=142.99917979023454, cruiseSpeed=210.98854861063674, maxSpeed=564.0213613175307, loadCapacity=42.38062587541664, maxHeight=5917.623159980867, powerType='Fuel', size=5.685286574979761, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=16.396677770033627}
2 {maxRange=229.17345010026057, maxFlightTime=163.29282568477552, cruiseSpeed=296.2439966337671, maxSpeed=571.9804990206187, loadCapacity=45.20634596083312, maxHeight=4265.987509526371, powerType='Fuel', size=6.603720738439279, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=12.06175123872066}
2 {maxRange=70.87403129077525, maxFlightTime=168.9095914438477, cruiseSpeed=260.15355165058054, maxSpeed=495.0868389252181, loadCapacity=25.527109450996434, maxHeight=5199.858851153483, powerType='Fuel', size=7.553933042764839, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=26.05087675405756}
2 {maxRange=141.26590452470828, maxFlightTime=107.10047554000114, cruiseSpeed=391.88510339045484, maxSpeed=172.45445594240041, loadCapacity=39.92970134221813, maxHeight=2315.9832387485244, powerType='Fuel', size=7.01522544089141, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=33.70631113672482}
3 {maxRange=114.49404923082366, maxFlightTime=56.17990433885665, cruiseSpeed=171.95242112830718, maxSpeed=305.2059167028527, loadCapacity=5.38265294672449, maxHeight=655.4785055088455, powerType='Fuel', size=3.6708231435991903, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
1 {maxRange=21.43064741382073, maxFlightTime=40.722043389000106, cruiseSpeed=13.949028518665305, maxSpeed=37.441860595942764, loadCapacity=1.5361139710825076, maxHeight=256.41376202112224, powerType='Electric', size=1.605801356466263, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=53.70337598848435, maxFlightTime=31.085269410297315, cruiseSpeed=143.4120074065932, maxSpeed=126.17044157241403, loadCapacity=32.13956345744893, maxHeight=1609.1475335505104, powerType='Hybrid (Fuel + Electric)', size=1.7520008111349599, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3003.4904359764646}
2 {maxRange=193.75345023734502, maxFlightTime=153.49941382244236, cruiseSpeed=170.6352842380272, maxSpeed=140.42100929353987, loadCapacity=56.19840165414964, maxHeight=4669.007349265223, powerType='Fuel', size=7.717044763997483, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=23.89864015993285}
3 {maxRange=127.36275349687966, maxFlightTime=130.7958207377923, cruiseSpeed=172.91515747203238, maxSpeed=275.0879678078028, loadCapacity=18.430491160877512, maxHeight=2172.501177456257, powerType='Fuel', size=5.713613803657101, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=7}
2 {maxRange=219.27314011164387, maxFlightTime=81.39379958291786, cruiseSpeed=145.1094326804314, maxSpeed=258.19621555180953, loadCapacity=34.27840078156085, maxHeight=3214.2323608186966, powerType='Fuel', size=5.6848294803638835, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=21.115433657678953}
2 {maxRange=182.02558424043264, maxFlightTime=67.06662089939265, cruiseSpeed=330.4861288847759, maxSpeed=193.56397005106055, loadCapacity=25.8252754847255, maxHeight=4012.8551224115686, powerType='Fuel', size=10.736918473945561, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=20.01310436835761}
1 {maxRange=57.32098675699744, maxFlightTime=64.23378910214424, cruiseSpeed=15.065723707998975, maxSpeed=24.506289110844616, loadCapacity=3.6467905910044798, maxHeight=376.0185527853552, powerType='Electric', size=0.9667015958265675, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=29.833639166325806, maxFlightTime=42.02938284666352, cruiseSpeed=21.787134256667937, maxSpeed=17.146671454920824, loadCapacity=4.186761831504129, maxHeight=522.8128816203607, powerType='Electric', size=1.9641310320014398, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=234.5788545980445, maxFlightTime=212.32564424328686, cruiseSpeed=313.1427187160822, maxSpeed=144.10217979441944, loadCapacity=58.26541615179287, maxHeight=2230.9977172958643, powerType='Fuel', size=5.304491397557072, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=18.876131037031953}
1 {maxRange=29.452564125212934, maxFlightTime=22.52347663184146, cruiseSpeed=7.060169481842387, maxSpeed=30.244320556949862, loadCapacity=1.1254727870315593, maxHeight=110.34433783897538, powerType='Electric', size=2.383847661982826, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=18.854583443903557, maxFlightTime=17.315626931771618, cruiseSpeed=23.754504417269757, maxSpeed=17.98695646955185, loadCapacity=4.850360504741952, maxHeight=362.1252510450145, powerType='Electric', size=1.577352841353268, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=21.111646876275415, maxFlightTime=12.437148469676577, cruiseSpeed=23.176394740177567, maxSpeed=36.318602143045595, loadCapacity=4.160007788398654, maxHeight=478.407482571133, powerType='Electric', size=2.252149147248299, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=237.89725750957322, maxFlightTime=111.60112691832407, cruiseSpeed=179.08007674478523, maxSpeed=471.59391533399565, loadCapacity=37.14788932953694, maxHeight=5476.540749018954, powerType='Fuel', size=13.954804318613855, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.727147638552205}
4 {maxRange=121.82082364107062, maxFlightTime=111.55085773079192, cruiseSpeed=91.38273985672988, maxSpeed=156.85609632670247, loadCapacity=36.448846088087095, maxHeight=4890.598912098833, powerType='Hybrid (Fuel + Electric)', size=3.486520336479125, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2633.3756723587376}
4 {maxRange=130.5247460076804, maxFlightTime=69.89792127680198, cruiseSpeed=165.4946971293091, maxSpeed=86.40055743284476, loadCapacity=41.60789925448331, maxHeight=6745.729968019896, powerType='Hybrid (Fuel + Electric)', size=3.9212516918574214, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6194.722535921849}
3 {maxRange=46.925230051754994, maxFlightTime=138.86151358139603, cruiseSpeed=242.64683839724879, maxSpeed=122.61733484159024, loadCapacity=28.577521089565483, maxHeight=1452.913025278394, powerType='Fuel', size=3.318817507192229, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
2 {maxRange=99.80262443098427, maxFlightTime=84.58915803366128, cruiseSpeed=287.23776943922707, maxSpeed=191.45656364955664, loadCapacity=24.829889569133954, maxHeight=4058.526416954251, powerType='Fuel', size=11.58040743615048, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=14.727662724421759}
4 {maxRange=109.81669709611172, maxFlightTime=116.00625600078352, cruiseSpeed=159.88533281851966, maxSpeed=204.38726517847994, loadCapacity=45.37712168940128, maxHeight=1700.9048596328712, powerType='Hybrid (Fuel + Electric)', size=3.8371754151242747, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1030.5981931455926}
4 {maxRange=69.45927569841201, maxFlightTime=41.098044253862184, cruiseSpeed=102.54115754465433, maxSpeed=54.49836023598835, loadCapacity=42.612703709640556, maxHeight=2381.836958412634, powerType='Hybrid (Fuel + Electric)', size=3.978681635152023, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1131.4171556084373}
1 {maxRange=59.20655807645946, maxFlightTime=63.13673418849591, cruiseSpeed=17.49985354824068, maxSpeed=29.647418809809693, loadCapacity=4.2613668345946, maxHeight=595.6990742708565, powerType='Electric', size=2.2181681569297798, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=28.160896167748575, maxFlightTime=65.13033482507109, cruiseSpeed=24.347842995747534, maxSpeed=24.72655622184069, loadCapacity=5.896700672813793, maxHeight=374.5233580003219, powerType='Electric', size=0.6155294487016956, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=82.8647868496146, maxFlightTime=188.8778744583446, cruiseSpeed=200.0479886099222, maxSpeed=338.6125782310547, loadCapacity=15.702442493371985, maxHeight=2906.5499301116683, powerType='Fuel', size=5.949393243277275, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=19.78818347429398}
2 {maxRange=126.82708720763038, maxFlightTime=122.5886601302654, cruiseSpeed=216.00297418573388, maxSpeed=491.5554647108576, loadCapacity=34.75347250290116, maxHeight=5446.408809594852, powerType='Fuel', size=7.638840776045285, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=5.733098599111628}
2 {maxRange=217.52128692050042, maxFlightTime=230.4388956873861, cruiseSpeed=108.75124394005753, maxSpeed=221.9679275534982, loadCapacity=23.666295025947235, maxHeight=2521.703632512388, powerType='Fuel', size=9.717828885239069, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=6.6033920439644085}
